b,nhood,theta,theta_bad,units,year_built,old_bldg,new_bldg,first_year_active,exposure_years,unit_years,eta_sort,s,mbar,cbar,fbar,x,M_total,C_total,F_total,M,C,F,m_rate,c_rate,f_rate
7365,153,G,0,1,1950,0,0,2011,9,9,0.0286995289243029,0.201466400518258,0.228310665990588,0.0983162911935611,0.110953900398587,0.110953900398587,4,1,0,0.444444444444444,0.111111111111111,0,0.444444444444444,0.111111111111111,0
7366,203,G,0,1,2004,0,1,2011,9,9,0.207267180369022,0.232147973530448,0.262644956523924,0.102986179132146,0.111188941438926,0.111188941438926,3,0,0,0.333333333333333,0,0,0.333333333333333,0,0
7367,254,G,0,2,1946,0,0,2011,9,18,0.295375980705246,0.248457833826933,0.228310665990588,0.0983162911935611,0.1113140883233,0.1113140883233,0,4,2,0,0.444444444444444,0.222222222222222,0,0.222222222222222,0.111111111111111
7368,173,G,0,1,1915,1,0,2011,9,9,-0.230439875708873,0.162562364036425,0.345688570566939,0.136641615228235,0.110656584163781,0.110656584163781,2,2,3,0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222,0.222222222222222,0.333333333333333
7369,64,G,0,1,1940,1,0,2011,9,9,0.00742389907528702,0.19802325864416,0.345688570566939,0.136641615228235,0.110927554692709,0.110927554692709,2,1,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0
7370,202,B,1,1,1930,1,0,2011,9,9,-0.3378159554593,0.430141322695475,0.31912708623652,0.139011110134081,0.256308411035277,0.256308411035277,5,1,0,0.555555555555556,0.111111111111111,0,0.555555555555556,0.111111111111111,0
7371,174,B,1,1,1942,0,0,2011,9,9,-0.524897572859402,0.383026444611992,0.210815716649931,0.101328451920854,0.255476878195437,0.255476878195437,2,1,4,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111,0.444444444444444
7372,65,G,0,1,1942,0,0,2011,9,9,0.227056914554246,0.235744274744127,0.228310665990588,0.0983162911935611,0.111216524053486,0.111216524053486,2,1,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0
7373,86,G,0,2,1988,0,0,2011,9,18,-0.185480058646931,0.168843923260203,0.228310665990588,0.0983162911935611,0.110704535720727,0.110704535720727,1,1,4,0.111111111111111,0.111111111111111,0.444444444444444,0.0555555555555556,0.0555555555555556,0.222222222222222
7374,213,G,0,2,1915,1,0,2011,9,18,0.04326708504361,0.203849974443569,0.345688570566939,0.136641615228235,0.110972142329714,0.110972142329714,8,1,5,0.888888888888889,0.111111111111111,0.555555555555556,0.444444444444444,0.0555555555555556,0.277777777777778
7375,79,B,1,1,1920,1,0,2011,9,9,0.193936370153267,0.568363798580686,0.31851907082289,0.133587443152282,0.258763556398153,0.258763556398153,0,1,0,0,0.111111111111111,0,0,0.111111111111111,0
7376,278,G,0,2,1910,1,0,2011,9,18,-0.916824940189593,0.0885606109245147,0.345688570566939,0.136641615228235,0.110093237994323,0.110093237994323,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.222222222222222,0.0555555555555556,0.0555555555555556
7377,135,G,0,1,1925,1,0,2011,9,9,0.359022564140815,0.260714064893785,0.345688570566939,0.136641615228235,0.111408224067198,0.111408224067198,0,0,1,0,0,0.111111111111111,0,0,0.111111111111111
7378,152,B,1,3,1963,0,0,2011,9,27,-0.935505107932715,0.288212132226905,0.211023812223652,0.104134360677145,0.253811663728526,0.253811663728526,4,8,10,0.444444444444444,0.888888888888889,1.11111111111111,0.148148148148148,0.296296296296296,0.37037037037037
7379,278,G,0,1,1920,1,0,2011,9,9,-0.916824940189593,0.0885606109245147,0.345688570566939,0.136641615228235,0.110093237994323,0.110093237994323,2,2,5,0.222222222222222,0.222222222222222,0.555555555555556,0.222222222222222,0.222222222222222,0.555555555555556
7380,161,G,0,2,2009,0,1,2011,9,18,-0.340487745552479,0.147990282965289,0.262644956523924,0.102986179132146,0.110545425190291,0.110545425190291,8,1,1,0.888888888888889,0.111111111111111,0.111111111111111,0.444444444444444,0.0555555555555556,0.0555555555555556
7381,248,G,0,1,1964,0,0,2011,9,9,-0.0433783927504954,0.189983704198304,0.228310665990588,0.0983162911935611,0.110866063214615,0.110866063214615,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
7382,45,G,0,1,1950,0,0,2011,9,9,0.95926020231972,0.393722094720516,0.228310665990588,0.0983162911935611,0.112434945384211,0.112434945384211,5,1,1,0.555555555555556,0.111111111111111,0.111111111111111,0.555555555555556,0.111111111111111,0.111111111111111
7383,44,G,0,3,1900,1,0,2011,9,27,-0.351186468850155,0.146633339377264,0.345688570566939,0.136641615228235,0.110535079817175,0.110535079817175,5,4,3,0.555555555555556,0.444444444444444,0.333333333333333,0.185185185185185,0.148148148148148,0.111111111111111
7384,112,G,0,2,1915,1,0,2011,9,18,0.275544458904565,0.244719901229732,0.345688570566939,0.136641615228235,0.1112853944265,0.1112853944265,6,4,2,0.666666666666667,0.444444444444444,0.222222222222222,0.333333333333333,0.222222222222222,0.111111111111111
7385,136,G,0,4,1900,1,0,2011,9,36,0.664216350898554,0.324732593929528,0.345688570566939,0.136641615228235,0.111901223023027,0.111901223023027,9,3,7,1,0.333333333333333,0.777777777777778,0.25,0.0833333333333333,0.194444444444444
7386,60,B,1,1,1920,1,0,2011,9,9,-0.471387616366851,0.396311961579986,0.319279794905967,0.140371690574009,0.255711081469357,0.255711081469357,1,1,3,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333
7387,43,B,1,2,1920,1,0,2011,9,18,0.836553293560432,0.720147315145916,0.317879914535076,0.127874823192594,0.261486676809713,0.261486676809713,9,2,5,1,0.222222222222222,0.555555555555556,0.5,0.111111111111111,0.277777777777778
7388,226,G,0,1,1960,0,0,2011,9,9,-0.878566506348229,0.091717832977114,0.228310665990588,0.0983162911935611,0.110117214007683,0.110117214007683,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111
7389,25,G,0,1,1925,1,0,2011,9,9,0.674037418351438,0.326927368985427,0.345688570566939,0.136641615228235,0.111918163343942,0.111918163343942,3,2,2,0.333333333333333,0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222,0.222222222222222
7390,27,G,0,2,1974,0,0,2011,9,18,0.0740002418149295,0.208948124528387,0.228310665990588,0.0983162911935611,0.111011169481384,0.111011169481384,3,2,1,0.333333333333333,0.222222222222222,0.111111111111111,0.166666666666667,0.111111111111111,0.0555555555555556
7391,250,B,1,1,1915,1,0,2011,9,9,-0.54846706599264,0.377230784127404,0.319366619035091,0.141144972771538,0.255374776805864,0.255374776805864,2,1,2,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222
7392,95,B,1,2,1923,1,0,2011,9,18,0.0795834238693637,0.538802606425637,0.318646984978094,0.134729332262182,0.258236513078241,0.258236513078241,6,3,4,0.666666666666667,0.333333333333333,0.444444444444444,0.333333333333333,0.166666666666667,0.222222222222222
7393,128,B,1,1,1920,1,0,2011,9,9,1.01026171547439,0.754956517562362,0.317737400397848,0.12659950263755,0.262115211113417,0.262115211113417,5,0,3,0.555555555555556,0,0.333333333333333,0.555555555555556,0,0.333333333333333
7394,55,G,0,1,1920,1,0,2011,9,9,0.879034877569272,0.374390809848906,0.345688570566939,0.136641615228235,0.112285136882912,0.112285136882912,3,3,1,0.333333333333333,0.333333333333333,0.111111111111111,0.333333333333333,0.333333333333333,0.111111111111111
7395,124,B,1,1,1950,0,0,2011,9,9,0.52025885146693,0.649326279438001,0.210261739862474,0.0938452443665178,0.26021254160952,0.26021254160952,0,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111
7396,26,G,0,1,1958,0,0,2011,9,9,-1.20568122582518,0.0677495998324555,0.228310665990588,0.0983162911935611,0.109935329281056,0.109935329281056,3,1,1,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111
7397,185,G,0,1,1915,1,0,2011,9,9,-0.0241065718427644,0.193003358501161,0.345688570566939,0.136641615228235,0.110889155397685,0.110889155397685,6,1,0,0.666666666666667,0.111111111111111,0,0.666666666666667,0.111111111111111,0
7398,44,B,1,2,1915,1,0,2011,9,18,-0.351186468850155,0.426718126630444,0.319142468067864,0.13914818631897,0.256247903804315,0.256247903804315,1,3,5,0.111111111111111,0.333333333333333,0.555555555555556,0.0555555555555556,0.166666666666667,0.277777777777778
7399,169,G,0,2,1920,1,0,2011,9,18,0.385432216312551,0.265914883075176,0.345688570566939,0.136641615228235,0.111448193752577,0.111448193752577,8,5,2,0.888888888888889,0.555555555555556,0.222222222222222,0.444444444444444,0.277777777777778,0.111111111111111
7400,124,G,0,1,1920,1,0,2011,9,9,0.52025885146693,0.293491315260646,0.345688570566939,0.136641615228235,0.111660365765102,0.111660365765102,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
7401,206,G,0,1,1900,1,0,2011,9,9,0.25529860438975,0.240943859343493,0.345688570566939,0.136641615228235,0.111256415497276,0.111256415497276,4,0,1,0.444444444444444,0,0.111111111111111,0.444444444444444,0,0.111111111111111
7402,83,G,0,1,1974,0,0,2011,9,9,-0.0754089069506072,0.185046130183334,0.228310665990588,0.0983162911935611,0.110828314496209,0.110828314496209,1,1,1,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111
7403,280,G,0,1,1955,0,0,2011,9,9,0.615383978924867,0.313937020561739,0.228310665990588,0.0983162911935611,0.111817934955233,0.111817934955233,2,2,2,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222
7404,190,B,1,2,1965,0,0,2011,9,18,-0.597212146393822,0.365361959529399,0.210854041377085,0.101845421096399,0.255165812609731,0.255165812609731,6,1,7,0.666666666666667,0.111111111111111,0.777777777777778,0.333333333333333,0.0555555555555556,0.388888888888889
7405,189,G,0,1,1960,0,0,2011,9,9,-0.492959719743174,0.129619005421079,0.228310665990588,0.0983162911935611,0.110405444241529,0.110405444241529,3,1,0,0.333333333333333,0.111111111111111,0,0.333333333333333,0.111111111111111,0
7406,250,G,0,1,1900,1,0,2011,9,9,-0.54846706599264,0.123433203178158,0.345688570566939,0.136641615228235,0.1103583510857,0.1103583510857,3,3,1,0.333333333333333,0.333333333333333,0.111111111111111,0.333333333333333,0.333333333333333,0.111111111111111
7407,82,G,0,1,1980,0,0,2011,9,9,0.323816599175449,0.253885781441474,0.228310665990588,0.0983162911935611,0.111355768638095,0.111355768638095,2,1,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0
7408,55,G,0,2,1980,0,0,2011,9,18,0.879034877569272,0.374390809848906,0.228310665990588,0.0983162911935611,0.112285136882912,0.112285136882912,1,1,4,0.111111111111111,0.111111111111111,0.444444444444444,0.0555555555555556,0.0555555555555556,0.222222222222222
7409,186,G,0,1,1950,0,0,2011,9,9,-0.216576319616461,0.164478753492473,0.228310665990588,0.0983162911935611,0.11067121110943,0.11067121110943,0,1,3,0,0.111111111111111,0.333333333333333,0,0.111111111111111,0.333333333333333
7410,211,G,0,1,1920,1,0,2011,9,9,-0.517036973867935,0.126903750379192,0.345688570566939,0.136641615228235,0.110384770248448,0.110384770248448,1,2,0,0.111111111111111,0.222222222222222,0,0.111111111111111,0.222222222222222,0
7411,87,G,0,1,1915,1,0,2011,9,9,0.54356443523172,0.298427050521607,0.345688570566939,0.136641615228235,0.11169838371905,0.11169838371905,3,1,0,0.333333333333333,0.111111111111111,0,0.333333333333333,0.111111111111111,0
7412,150,G,0,2,1960,0,0,2011,9,18,-0.912156068125789,0.0889405477466656,0.228310665990588,0.0983162911935611,0.110096122966537,0.110096122966537,2,1,3,0.222222222222222,0.111111111111111,0.333333333333333,0.111111111111111,0.0555555555555556,0.166666666666667
7413,245,G,0,1,1980,0,0,2011,9,9,-0.309076557912539,0.152034841271545,0.228310665990588,0.0983162911935611,0.110576266752222,0.110576266752222,2,2,1,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111
7414,271,G,0,1,1900,1,0,2011,9,9,0.554059403163074,0.300665484530944,0.345688570566939,0.136641615228235,0.111715629728622,0.111715629728622,5,2,0,0.555555555555556,0.222222222222222,0,0.555555555555556,0.222222222222222,0
7415,297,G,0,1,1925,1,0,2011,9,9,-1.0718255573551,0.0767575698177788,0.345688570566939,0.136641615228235,0.110003651669885,0.110003651669885,2,2,0,0.222222222222222,0.222222222222222,0,0.222222222222222,0.222222222222222,0
7416,286,B,1,2,1940,1,0,2011,9,18,-0.22274576282264,0.459858144259699,0.318994221475484,0.137826802125418,0.256834276035039,0.256834276035039,6,4,4,0.666666666666667,0.444444444444444,0.444444444444444,0.333333333333333,0.222222222222222,0.222222222222222
7417,14,G,0,1,1925,1,0,2011,9,9,-0.102122908513188,0.181005333116424,0.345688570566939,0.136641615228235,0.110797431376464,0.110797431376464,4,3,1,0.444444444444444,0.333333333333333,0.111111111111111,0.444444444444444,0.333333333333333,0.111111111111111
7418,204,G,0,1,1920,1,0,2011,9,9,0.320038857593242,0.253160238070278,0.345688570566939,0.136641615228235,0.111350196406663,0.111350196406663,3,2,1,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111
7419,21,B,1,1,1920,1,0,2011,9,9,0.0889310553290431,0.541232715100388,0.318636426649043,0.134635095454934,0.258279798699354,0.258279798699354,2,1,2,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222
7420,234,G,0,1,1950,0,0,2011,9,9,0.105686959042233,0.214303353343244,0.228310665990588,0.0983162911935611,0.111052179392648,0.111052179392648,0,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111
7421,168,B,1,87,1984,0,0,2011,9,783,-0.59499161217452,0.365899059045541,0.210852873112037,0.101829663547005,0.255175265164562,0.255175265164562,175,93,220,19.4444444444444,10.3333333333333,24.4444444444444,0.223499361430396,0.118773946360153,0.280970625798212
7422,104,G,0,1,1950,0,0,2011,9,9,0.683455606409925,0.329039383309549,0.228310665990588,0.0983162911935611,0.111934467299345,0.111934467299345,2,0,0,0.222222222222222,0,0,0.222222222222222,0,0
7423,272,G,0,1,1925,1,0,2011,9,9,1.59304356360813,0.553450222043342,0.345688570566939,0.136641615228235,0.113680437648634,0.113680437648634,5,0,1,0.555555555555556,0,0.111111111111111,0.555555555555556,0,0.111111111111111
7424,253,G,0,1,1950,0,0,2011,9,9,-0.0738108033412424,0.185290084145998,0.228310665990588,0.0983162911935611,0.110830179270068,0.110830179270068,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111
7425,50,G,0,1,1925,1,0,2011,9,9,0.0332467314107276,0.202208149892391,0.345688570566939,0.136641615228235,0.110959576822026,0.110959576822026,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111
7426,121,G,0,1,1915,1,0,2011,9,9,-0.109614268620497,0.179884738694393,0.345688570566939,0.136641615228235,0.110788868389573,0.110788868389573,4,2,0,0.444444444444444,0.222222222222222,0,0.444444444444444,0.222222222222222,0
7427,105,B,1,1,1925,1,0,2011,9,9,0.364483585390599,0.611465491674931,0.318334593861896,0.131939810726273,0.259533940016178,0.259533940016178,3,2,1,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111
7428,229,G,0,2,1920,1,0,2011,9,18,0.636179618772094,0.318510262126839,0.345688570566939,0.136641615228235,0.111853210036021,0.111853210036021,3,2,0,0.333333333333333,0.222222222222222,0,0.166666666666667,0.111111111111111,0
7429,97,G,0,1,1925,1,0,2011,9,9,0.747121712428681,0.343498264234106,0.345688570566939,0.136641615228235,0.112046148222873,0.112046148222873,6,1,1,0.666666666666667,0.111111111111111,0.111111111111111,0.666666666666667,0.111111111111111,0.111111111111111
7430,170,G,0,1,1925,1,0,2011,9,9,0.474459091863849,0.283934629460961,0.345688570566939,0.136641615228235,0.111586791294349,0.111586791294349,4,4,0,0.444444444444444,0.444444444444444,0,0.444444444444444,0.444444444444444,0
7431,134,G,0,2,2015,0,1,2015,5,10,-0.285835688868666,0.155086028763147,0.262644956523924,0.102986179132146,0.1105995391124,0.1105995391124,0,0,0,0,0,0,0,0,0
7432,259,G,0,1,1950,0,0,2011,9,9,-0.332504210682208,0.149009667334232,0.228310665990588,0.0983162911935611,0.110553197640076,0.110553197640076,1,0,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.111111111111111
7433,13,B,1,1,1875,1,0,2011,9,9,-0.00400418900022034,0.517001415422609,0.318742053217558,0.135577709242695,0.257848509874557,0.257848509874557,0,1,4,0,0.111111111111111,0.444444444444444,0,0.111111111111111,0.444444444444444
7434,176,G,0,1,1930,1,0,2011,9,9,-0.591198926618534,0.118846847165639,0.345688570566939,0.136641615228235,0.110323447648865,0.110323447648865,5,0,2,0.555555555555556,0,0.222222222222222,0.555555555555556,0,0.222222222222222
7435,221,G,0,1,1930,1,0,2011,9,9,-0.0419434127062703,0.190207280643986,0.345688570566939,0.136641615228235,0.110867772804485,0.110867772804485,4,0,0,0.444444444444444,0,0,0.444444444444444,0,0
7436,217,G,0,1,1925,1,0,2011,9,9,0.0984744026691663,0.213075560256549,0.345688570566939,0.136641615228235,0.111042775713671,0.111042775713671,4,0,0,0.444444444444444,0,0,0.444444444444444,0,0
7437,254,G,0,1,1940,1,0,2011,9,9,0.295375980705246,0.248457833826933,0.345688570566939,0.136641615228235,0.1113140883233,0.1113140883233,4,0,2,0.444444444444444,0,0.222222222222222,0.444444444444444,0,0.222222222222222
7438,75,G,0,1,1920,1,0,2011,9,9,0.214184653423208,0.233400626715159,0.345688570566939,0.136641615228235,0.111198548158569,0.111198548158569,3,2,0,0.333333333333333,0.222222222222222,0,0.333333333333333,0.222222222222222,0
7439,178,G,0,1,1875,1,0,2011,9,9,0.239337949869764,0.237995621955944,0.345688570566939,0.136641615228235,0.111233794733115,0.111233794733115,2,2,1,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111
7440,13,G,0,1,1925,1,0,2011,9,9,-0.00400418900022034,0.196192400906711,0.345688570566939,0.136641615228235,0.110913548163461,0.110913548163461,2,0,0,0.222222222222222,0,0,0.222222222222222,0,0
7441,88,G,0,1,1925,1,0,2011,9,9,-0.363104979536149,0.1451339561738,0.345688570566939,0.136641615228235,0.110523649606681,0.110523649606681,2,1,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0
7442,146,G,0,1,,0,0,2011,9,9,-0.383685770761183,0.142575108094573,0.228310665990588,0.0983162911935611,0.11050414553384,0.11050414553384,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0
7443,191,G,0,1,1935,1,0,2011,9,9,1.06418244384725,0.419516959996651,0.345688570566939,0.136641615228235,0.112635154972092,0.112635154972092,2,4,0,0.222222222222222,0.444444444444444,0,0.222222222222222,0.444444444444444,0
7444,126,G,0,1,1950,0,0,2011,9,9,-0.6309926739954,0.11471019359501,0.228310665990588,0.0983162911935611,0.1102919760405,0.1102919760405,4,1,0,0.444444444444444,0.111111111111111,0,0.444444444444444,0.111111111111111,0
7445,257,G,0,1,1925,1,0,2011,9,9,-0.374608733693527,0.143698960870476,0.345688570566939,0.136641615228235,0.110512711349788,0.110512711349788,7,0,0,0.777777777777778,0,0,0.777777777777778,0,0
7446,102,G,0,1,1950,0,0,2011,9,9,-0.326088733505366,0.149833066447739,0.228310665990588,0.0983162911935611,0.110559476169718,0.110559476169718,1,0,2,0.111111111111111,0,0.222222222222222,0.111111111111111,0,0.222222222222222
7447,198,G,0,4,1915,1,0,2011,9,36,0.630163874501606,0.317183603569898,0.345688570566939,0.136641615228235,0.11184297588882,0.11184297588882,19,6,3,2.11111111111111,0.666666666666667,0.333333333333333,0.527777777777778,0.166666666666667,0.0833333333333333
7448,293,G,0,1,1920,1,0,2011,9,9,0.563459219056328,0.302678578405548,0.345688570566939,0.136641615228235,0.111731141879801,0.111731141879801,1,1,2,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222
7449,3,G,0,1,1920,1,0,2011,9,9,0.0873559042394948,0.211193056805385,0.345688570566939,0.136641615228235,0.11102835914815,0.11102835914815,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
7450,94,G,0,1,1925,1,0,2011,9,9,-0.697556017237218,0.108073001586631,0.345688570566939,0.136641615228235,0.110241499124502,0.110241499124502,1,3,0,0.111111111111111,0.333333333333333,0,0.111111111111111,0.333333333333333,0
7451,70,G,0,1,1935,1,0,2011,9,9,0.87414909584006,0.373225923553356,0.345688570566939,0.136641615228235,0.112276115932906,0.112276115932906,6,2,2,0.666666666666667,0.222222222222222,0.222222222222222,0.666666666666667,0.222222222222222,0.222222222222222
7452,61,B,1,3,1915,1,0,2011,9,27,1.22615840845044,0.793835536988025,0.31757997574108,0.1251900874704,0.262819018553285,0.262819018553285,5,3,6,0.555555555555556,0.333333333333333,0.666666666666667,0.185185185185185,0.111111111111111,0.222222222222222
7453,209,B,1,2,1920,1,0,2011,9,18,0.269755472581426,0.587701669218296,0.318436007879978,0.132845695144572,0.259108911062907,0.259108911062907,3,2,5,0.333333333333333,0.222222222222222,0.555555555555556,0.166666666666667,0.111111111111111,0.277777777777778
7454,289,G,0,1,1930,1,0,2011,9,9,0.180020204577249,0.227260321693643,0.345688570566939,0.136641615228235,0.111151465495738,0.111151465495738,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111
7455,54,G,0,2,1970,0,0,2011,9,18,-0.52031718201901,0.126537651204938,0.228310665990588,0.0983162911935611,0.110381983059972,0.110381983059972,3,2,2,0.333333333333333,0.222222222222222,0.222222222222222,0.166666666666667,0.111111111111111,0.111111111111111
7456,191,G,0,1,1923,1,0,2011,9,9,1.06418244384725,0.419516959996651,0.345688570566939,0.136641615228235,0.112635154972092,0.112635154972092,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0
7457,289,B,1,1,1925,1,0,2011,9,9,0.180020204577249,0.564788843662608,0.318534479543978,0.133725021017725,0.258699761778271,0.258699761778271,1,1,3,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333
7458,241,G,0,1,1950,0,0,2011,9,9,0.114705103486773,0.215845835998565,0.228310665990588,0.0983162911935611,0.111063994410718,0.111063994410718,2,0,0,0.222222222222222,0,0,0.222222222222222,0,0
7459,287,G,0,1,1945,0,0,2011,9,9,-0.298039797024043,0.153477556477432,0.228310665990588,0.0983162911935611,0.110587270181418,0.110587270181418,4,0,1,0.444444444444444,0,0.111111111111111,0.444444444444444,0,0.111111111111111
7460,74,G,0,1,1976,0,0,2011,9,9,0.402297995399404,0.269271198790931,0.228310665990588,0.0983162911935611,0.111473995553605,0.111473995553605,2,1,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0
7461,200,G,0,1,1925,1,0,2011,9,9,0.604438872602775,0.311544659851719,0.345688570566939,0.136641615228235,0.111799486236367,0.111799486236367,2,0,2,0.222222222222222,0,0.222222222222222,0.222222222222222,0,0.222222222222222
7462,91,G,0,2,1920,1,0,2011,9,18,0.096037531459262,0.212661908407991,0.345688570566939,0.136641615228235,0.111039607729544,0.111039607729544,11,4,0,1.22222222222222,0.444444444444444,0,0.611111111111111,0.222222222222222,0
7463,165,G,0,1,1906,1,0,2011,9,9,-1.05944156305992,0.0776446340637331,0.345688570566939,0.136641615228235,0.110010382046639,0.110010382046639,3,0,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333
7464,122,G,0,2,1960,0,0,2011,9,18,-0.715115871639668,0.106379648905147,0.228310665990588,0.0983162911935611,0.110228624603417,0.110228624603417,4,0,1,0.444444444444444,0,0.111111111111111,0.222222222222222,0,0.0555555555555556
7465,123,G,0,2,1969,0,0,2011,9,18,-0.0710287457659208,0.185715370956037,0.228310665990588,0.0983162911935611,0.110833430219634,0.110833430219634,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.0555555555555556,0.0555555555555556
7466,57,G,0,1,1915,1,0,2011,9,9,-0.0764264924260201,0.184890924518208,0.345688570566939,0.136641615228235,0.110827128126945,0.110827128126945,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
7467,181,G,0,1,1953,0,0,2011,9,9,-0.333061339876416,0.148938340369973,0.228310665990588,0.0983162911935611,0.110552653779104,0.110552653779104,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0
7468,255,G,0,8,1920,1,0,2011,9,72,0.0770001708937746,0.209450824099996,0.345688570566939,0.136641615228235,0.111015018470076,0.111015018470076,25,12,9,2.77777777777778,1.33333333333333,1,0.347222222222222,0.166666666666667,0.125
7469,101,G,0,1,1920,1,0,2011,9,9,0.67521391002831,0.327190807561498,0.345688570566939,0.136641615228235,0.111920196860924,0.111920196860924,1,3,0,0.111111111111111,0.333333333333333,0,0.111111111111111,0.333333333333333,0
7470,153,B,1,1,1920,1,0,2011,9,9,0.0286995289243029,0.525543864323343,0.318704727834907,0.135244652398969,0.258000473229657,0.258000473229657,1,0,5,0.111111111111111,0,0.555555555555556,0.111111111111111,0,0.555555555555556
7471,52,G,0,1,1925,1,0,2011,9,9,-0.329195804572235,0.149433815394466,0.345688570566939,0.136641615228235,0.110556431781891,0.110556431781891,1,0,3,0.111111111111111,0,0.333333333333333,0.111111111111111,0,0.333333333333333
7472,261,B,1,2,1925,1,0,2011,9,18,-0.00862331343301592,0.515793925683461,0.31874733697722,0.135624853427246,0.257827036816216,0.257827036816216,4,2,6,0.444444444444444,0.222222222222222,0.666666666666667,0.222222222222222,0.111111111111111,0.333333333333333
7473,132,G,0,1,1925,1,0,2011,9,9,-0.177109465809003,0.170034784306698,0.345688570566939,0.136641615228235,0.110713628742965,0.110713628742965,3,2,0,0.333333333333333,0.222222222222222,0,0.333333333333333,0.222222222222222,0
7474,162,G,0,1,1920,1,0,2011,9,9,-0.354748884023402,0.146183824809389,0.345688570566939,0.136641615228235,0.11053165291994,0.11053165291994,1,1,2,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222
7475,28,G,0,1,1930,1,0,2011,9,9,0.84226477280794,0.365661253227934,0.345688570566939,0.136641615228235,0.112217552299946,0.112217552299946,2,0,4,0.222222222222222,0,0.444444444444444,0.222222222222222,0,0.444444444444444
7476,87,G,0,2,1960,0,0,2011,9,18,0.54356443523172,0.298427050521607,0.228310665990588,0.0983162911935611,0.11169838371905,0.11169838371905,0,3,3,0,0.333333333333333,0.333333333333333,0,0.166666666666667,0.166666666666667
7477,2,G,0,1,1940,1,0,2011,9,9,-1.27834669584169,0.0632815370910234,0.345688570566939,0.136641615228235,0.109901456290393,0.109901456290393,6,2,1,0.666666666666667,0.222222222222222,0.111111111111111,0.666666666666667,0.222222222222222,0.111111111111111
7478,227,G,0,1,2016,0,1,2016,4,4,0.14313055999845,0.220761043118276,0.262644956523924,0.102986179132146,0.111101652010998,0.111101652010998,3,0,2,0.75,0,0.5,0.75,0,0.5
7479,37,G,0,1,1990,0,0,2011,9,9,0.317521977392659,0.252677625480432,0.228310665990588,0.0983162911935611,0.11134649005759,0.11134649005759,0,1,0,0,0.111111111111111,0,0,0.111111111111111,0
