term,estimate,std_error,t_value,p_value,sample,outcome,fe,block,conf_low,conf_high
building_type::TWIN:tc_female_c,-0.0445725772592111,0.0269487266276925,-1.65397712014371,0.0983715520371657,full,bw,bg,bldg_year_targeting,-0.0973920814494884,0.00824692693106623
tc_black_c,-0.0334769326057351,0.0151886045157877,-2.2040821835171,0.0281239119785156,pre,bw,tract,bldg_year_targeting,-0.063246597456679,-0.0037072677547912
tc_female_c,0.0130421788424101,0.0149772336361099,0.870800253189987,0.384418850048374,pre,bw,tract,bldg_year_targeting,-0.0163131990843653,0.0423975567691855
tc_black_female_c,0.00352773727049365,0.0182357381694429,0.19345184920482,0.846709571491381,pre,bw,tract,bldg_year_targeting,-0.0322143095416145,0.0392697840826018
tc_cov_c,-0.0200042062749983,0.0140241360673693,-1.42641273436752,0.154579012454862,pre,bw,tract,bldg_year_targeting,-0.0474915129670421,0.00748310041704547
tenant_comp_missing,0.00320232567347494,0.00561395660528726,0.570422234909862,0.568732060297508,pre,bw,tract,bldg_year_targeting,-0.00780102927288809,0.014205680619838
building_type::COMMERCIAL:tc_black_c,0.356159981833156,0.139694709331671,2.54955956125398,0.0111820537274385,pre,bw,tract,bldg_year_targeting,0.0823583515430814,0.629961612123231
building_type::DETACHED:tc_black_c,0.0506810687022503,0.0716440679141092,0.707400768518749,0.479755671678984,pre,bw,tract,bldg_year_targeting,-0.0897413044094037,0.191103441813904
building_type::HIGHRISE_MULTI:tc_black_c,0.225798374715746,0.0945459564283053,2.38823936258945,0.0174220999271609,pre,bw,tract,bldg_year_targeting,0.0404883001162678,0.411108449315225
building_type::LOWRISE_MULTI:tc_black_c,0.16411127613897,0.0343973884417183,4.77103883677199,2.62726473840997e-06,pre,bw,tract,bldg_year_targeting,0.0966923947932021,0.231530157484738
building_type::MIDRISE_MULTI:tc_black_c,0.00866336499531315,0.0745020990511839,0.116283502151548,0.907489941609417,pre,bw,tract,bldg_year_targeting,-0.137360749145007,0.154687479135634
building_type::OTHER:tc_black_c,0.287800133684222,0.173227662610129,1.66139823944836,0.0974670016969001,pre,bw,tract,bldg_year_targeting,-0.0517260850316307,0.627326352400075
building_type::SMALL_MULTI_2_4:tc_black_c,0.03213564350169,0.0251218931565294,1.27918876580914,0.201619443538077,pre,bw,tract,bldg_year_targeting,-0.0171032670851076,0.0813745540884876
building_type::TWIN:tc_black_c,0.0145806372052165,0.0236561919259713,0.616356058102864,0.538032519941955,pre,bw,tract,bldg_year_targeting,-0.0317854989696873,0.0609467733801202
building_type::COMMERCIAL:tc_female_c,-0.271741742234144,0.136664201201261,-1.98839008200808,0.047493168895366,pre,bw,tract,bldg_year_targeting,-0.539603576588615,-0.00387990787967313
building_type::DETACHED:tc_female_c,-0.0451002661107665,0.0840723210545025,-0.536446068635702,0.59196753625463,pre,bw,tract,bldg_year_targeting,-0.209882015377591,0.119681483156059
building_type::HIGHRISE_MULTI:tc_female_c,-0.104692617646872,0.294524957161635,-0.355462636021763,0.722442357474449,pre,bw,tract,bldg_year_targeting,-0.681961533683676,0.472576298389933
building_type::LOWRISE_MULTI:tc_female_c,-0.0448192897440683,0.0431860216219119,-1.03781936980571,0.300021096917276,pre,bw,tract,bldg_year_targeting,-0.129463892123016,0.039825312634879
building_type::MIDRISE_MULTI:tc_female_c,0.0656376271461608,0.113049879681946,0.580607669206067,0.561852715099855,pre,bw,tract,bldg_year_targeting,-0.155940137030453,0.287215391322774
building_type::OTHER:tc_female_c,-0.103275511668677,0.183480136423868,-0.562870257683339,0.573858694208768,pre,bw,tract,bldg_year_targeting,-0.462896579059458,0.256345555722104
building_type::SMALL_MULTI_2_4:tc_female_c,-0.0429070833798938,0.0229249065250831,-1.8716361322105,0.0620331789679293,pre,bw,tract,bldg_year_targeting,-0.0878399001690567,0.00202573340926915
building_type::TWIN:tc_female_c,-0.0678558441813408,0.0295559493360189,-2.29584383874441,0.0222344065011094,pre,bw,tract,bldg_year_targeting,-0.125785504879938,-0.00992618348274387
tc_black_c,-0.0373836415445862,0.0151651559190287,-2.46510103451547,0.0138261323699735,pre,bw,bg,bldg_year_targeting,-0.0671073471458824,-0.00765993594328987
tc_female_c,0.00457334426022029,0.0159139224206116,0.287380077604057,0.773867185804361,pre,bw,bg,bldg_year_targeting,-0.0266179436841784,0.0357646322046189
tc_black_female_c,0.0125074829123221,0.0188470603834159,0.663630436676896,0.50704472001672,pre,bw,bg,bldg_year_targeting,-0.024432755439173,0.0494477212638173
tc_cov_c,-0.0208503557848748,0.0141307728857502,-1.47552833475236,0.140313080478312,pre,bw,bg,bldg_year_targeting,-0.0485466706409453,0.00684595907119563
tenant_comp_missing,0.00186112812516001,0.00596977443418304,0.311758533874104,0.755274107203803,pre,bw,bg,bldg_year_targeting,-0.00983962976583874,0.0135618860161588
building_type::COMMERCIAL:tc_black_c,0.381147177807579,0.161803425757574,2.35561871464107,0.0186399718899288,pre,bw,bg,bldg_year_targeting,0.0640124633227338,0.698281892292424
building_type::DETACHED:tc_black_c,0.0552426763044861,0.0748362319068685,0.738180890417278,0.460537971735409,pre,bw,bg,bldg_year_targeting,-0.0914363382329762,0.201921690841948
building_type::HIGHRISE_MULTI:tc_black_c,0.209929745990749,0.100199693670554,2.09511365055641,0.0363542815186805,pre,bw,bg,bldg_year_targeting,0.0135383463964625,0.406321145585036
building_type::LOWRISE_MULTI:tc_black_c,0.15703333840136,0.0365097625114004,4.30113283679468,1.82656909411886e-05,pre,bw,bg,bldg_year_targeting,0.0854742038790149,0.228592472923705
