market_id,market_group,hhi_units_start,total_units_start,hhi_units_end,total_units_end,total_units_plot,log_hhi_units_start,log_hhi_units_end
42101026100,All tracts,362.37037037037,450,362.37037037037,450,450,5.89266681136268,5.89266681136268
42101026200,All tracts,39.8688259473056,422,39.4195997394487,422,422,3.68559471393952,3.67426314792997
42101026301,All tracts,48.4471657618987,356,48.4471657618987,356,356,3.88047383841926,3.88047383841926
42101026302,All tracts,110.016838373088,571,110.568916179254,571,571,4.70063343019645,4.70563900238321
42101026400,All tracts,174.489850285044,548,175.222441259524,548,548,5.16186657539524,5.16605625968039
42101026500,All tracts,38.9605200063934,548,38.8338641835832,551,551,3.66254882587195,3.65929265420773
42101026600,All tracts,89.6966659805929,579,90.0546174244795,579,579,4.49643359981872,4.50041634653703
42101026700,All tracts,44.438108180252,812,47.8657574801623,812,812,3.79409739366394,3.8684003736186
42101026800,All tracts,319.719926538109,1320,328.282828282829,1320,1320,5.76744538298833,5.79387551818324
42101026900,All tracts,738.795819631205,241,738.795819631205,241,241,6.6050215899864,6.6050215899864
42101027000,All tracts,1157.24721261053,357,1157.87491467175,357,357,7.05379937127641,7.05434163388035
42101027100,All tracts,321.074380165291,220,321.487603305787,220,220,5.77167281019906,5.7729589840098
42101027200,All tracts,1560.10062751919,654,1560.2876675177,654,654,7.35250560298323,7.35262548549851
42101027300,All tracts,261.799134924598,723,261.913917154013,723,723,5.56757754913343,5.56801588929241
42101027401,All tracts,38.0799999999998,500,38.4799999999998,500,500,3.63968920992316,3.6501386257975
42101027402,All tracts,29.5500209391074,922,30.1381981074813,922,922,3.38608445245109,3.40579340731968
42101027500,All tracts,31.0083701129614,571,31.0697120914243,571,571,3.43425717168464,3.43623345691285
42101027600,All tracts,334.993949023306,734,316.389632033685,755,755,5.81411246904494,5.75697446681578
42101027700,All tracts,330.707514487277,1008,331.081506676745,1008,1008,5.8012343427029,5.80236458880044
42101027800,All tracts,127.527605920589,1130,130.644529720417,1130,1130,4.84833285818628,4.87248012136497
42101027901,All tracts,51.0883838625893,646,51.7114129340842,646,646,3.93355714969673,3.94567851022907
42101027902,All tracts,433.789861907866,497,427.770987762099,502,502,6.0725602276906,6.05858797705571
42101028000,All tracts,178.533877551021,875,175.928532646947,892,892,5.18477837341361,5.17007784806565
42101028100,All tracts,65.5280113715115,557,65.625,560,560,4.18247770574996,4.18395672091179
42101028200,All tracts,417.528443660869,998,417.488283179586,998,998,6.03435267049929,6.03425647965659
42101028300,All tracts,79.2798920745049,1485,79.007810994343,1485,1485,4.37298452870023,4.36954672092549
42101028400,All tracts,67.1913913420427,686,67.6163843296584,686,686,4.20754513429383,4.21385032542214
42101028500,All tracts,370.910334010336,446,370.910334010336,446,446,5.91596034609268,5.91596034609268
42101028600,All tracts,26.872103888179,1145,27.3755267824793,1145,1145,3.29108871834074,3.30964943114711
42101028700,All tracts,69.3484961207354,388,69.2156445955999,388,388,4.23914446117222,4.23722691504295
42101028800,All tracts,26.3455253724163,573,27.1374139963271,573,573,3.27129844547859,3.30091336601752
42101028901,All tracts,107.802737875525,581,107.743489324892,581,581,4.68030305588452,4.67975330325935
42101028902,All tracts,24.2550932978777,743,104.83009254508,814,814,3.18862662823184,4.65234087327512
42101029000,All tracts,37.5669244497322,820,38.1320642474716,820,820,3.62612399437002,3.64105550950014
42101029100,All tracts,25.7023933402704,620,25.7023933402704,620,620,3.24658411364577,3.24658411364577
42101029200,All tracts,133.12438966964,509,133.794694348328,510,510,4.89128395181198,4.89630649330796
42101029300,All tracts,77.6918933210422,841,79.7561365284802,841,841,4.35275091886801,4.37897368577026
42101029400,All tracts,97.7742777281057,893,101.285474055394,893,893,4.58266153353279,4.61794300566548
42101029800,All tracts,32.5268582408944,1070,35.5838937898508,1070,1070,3.48206615546124,3.57189311385103
42101029900,All tracts,72.6377359089534,1004,72.955191187441,1004,1004,4.28548456515301,4.28984543333405
42101030000,All tracts,22.2091887973058,1854,23.3205210111611,1854,1854,3.10050611302976,3.14933370304923
42101030100,All tracts,111.744706280934,1323,216.582139700596,1323,1323,4.71621686128379,5.37796987364444
42101030200,All tracts,93.0832611096873,1123,93.6861537679412,1122,1123,4.53349437337781,4.53995040637136
42101030501,All tracts,74.6439006574144,888,75.3033438844252,888,888,4.31272881478526,4.32152454131555
42101030502,All tracts,34.8929811742105,698,35.3034868350836,698,698,3.55228569649575,3.56398173625894
42101030600,All tracts,47.1184086748376,983,48.3395754272275,983,983,3.85266376701664,3.87825059218396
42101030700,All tracts,561.019579815349,866,562.886355999552,866,866,6.32975580654529,6.33307775341188
